OBJECTID,Mine_ID,Mine Name,Operation Type,Mine Status,Primary Product,Other Products,Owner,Operator,Lead Agency,Report Year,Acres Disturbed,Reclamation Status,Permit Number,Permit Acres,Financial Assurance Mechanism Total,Financial Assurance Cost Estimate,Latitude,Longitude,x,y
936716,91-23-0024,BALD HILLS QUARRY,,EXEMPT,,,CALTRANS,CDF PIT,County of Mendocino,1991,,,,,,,39.366111,-123.619444,-13761253.5582,4774250.339400001
936717,91-04-0019,DUNSTONE ROCK QUARRY,QUARRY,ACTIVE,Sand and Gravel,,HAMMETT,DUNSTONE ROCK QUARRY,County of Butte,2017,40,RECLAMATION NOT STARTED,84-33,120.00,35384,36920,39.367222,-121.485,-13523648.339,4774410.312899999
936718,91-29-0005,TRUCKEE QUARRY,OPEN PIT,ACTIVE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,City of Truckee,2018,43.4,RECLAMATION NOT STARTED,"RP89-1,RP89-1","0.00,0.00",,245657,39.368056,-120.106111,-13370151.1177,4774530.4026999995
936719,91-29-0018,BOCA QUARRY,OPEN PIT,IDLE,Sand and Gravel,,TEICHERT AGGREGATES,TEICHERT AGGREGATES,County of Nevada,2018,31,RECLAMATION NOT STARTED,U83-036,30.00,112946.52,233569,39.378056,-120.061111,-13365141.740600001,4775970.440099999
936720,91-04-0006,BANGOR ROCK QUARRY-SITE A,OPEN PIT,ACTIVE,Stone,,BANGOR ROCK LLC,BANGOR ROCK LLC,County of Butte,2018,41,RECLAMATION NOT STARTED,,28.00,78494.05,157057,39.380278,-121.411667,-13515484.946800001,4776290.444399998
936721,91-06-0013,STONY CREEK GRAVEL MINE,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,"COLUSA COUNTY, DEPARTMENT OF PUBLIC WORKS","COLUSA COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Colusa,1900,0,,99-2-4,15.00,6000,,39.383333,-122.55,-13642203.5967,4776730.4309
936722,91-06-0006,"PRINCETON SAND & GRAVEL, INC.",STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,EXEMPT,Sand and Gravel,,"PRINCETON SAND & GRAVEL, INC.","PRINCETON SAND & GRAVEL, INC.",County of Colusa,1992,0,RECLAMATION NOT STARTED,5400&7454,0.00,,,39.386111,-122.011944,-13582307.4768,4777130.5402000025
936723,91-29-0016,MEADOW LAKE GOLD MINE - RECLAIMED,UNDERGROUND,RECLAIMED,Gold (Lode),,MEADOW LAKE GOLD ASSOCIATES,"EARTH SCIENCES, INC.",County of Nevada,1993,3,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,1219,,,,39.398056,-120.508056,-13414895.430399999,4778851.1338
936724,91-04-0016,"LA FEVER TOPSOIL, ETC. - RECLAIMED",OPEN PIT,RECLAIMED,Sand and Gravel,,"WESTERN TREE NURSERY, INC.","WESTERN TREE NURSERY, INC.",County of Butte,1998,0,RECLAMATION IN PROGRESS,,,,,39.399722,-121.616111,-13538243.548799999,4779091.132799998
936725,91-04-0018,ALMOND AVENUE MINE,OPEN PIT,ACTIVE,Sand and Gravel,,"FRANKLIN CONSTRUCTION COMPANY, INC.","FRANKLIN CONSTRUCTION COMPANY, INC.",County of Butte,2018,11.5,RECLAMATION NOT STARTED,BLANK,44.00,92635,89358,39.4,-121.624722,-13539202.120900001,4779131.181199998
936726,91-29-0003,SPANISH MINE -  - RECLAIMED,UNDETERMINED,CLOSED - NEVER OPERATED,Gold (Lode),,"CEDAR RESOURCES, INC.","PANORAMA AGOLD, INC.",County of Nevada,1996,0,,U90-46,2800.00,,,39.401944,-120.786944,-13445941.1006,4779411.236500002
936727,91-04-0020,BLUE LEAD MINE,"OPEN PIT,TAILINGS PROCESSING",IDLE,Gold (Placer),,"LOAFER CREEK, LLC","LOAFER CREEK, LLC",County of Butte,2018,39,RECLAMATION NOT STARTED,RP120,380.00,190710,173868,39.405556,-121.455556,-13520370.6479,4779931.606799997
936728,91-04-0023,DWR/PALM AVENUE GRAVEL PIT,QUARRY,ACTIVE,Sand and Gravel,,DWR FLOOD MANAGEMENT,DWR FLOOD MANAGEMENT,County of Butte,2019,10,RECLAMATION NOT STARTED,BLANK,,,,39.407778,-121.631389,-13539944.287999999,4780251.737300001
936729,91-58-0010,PEARSON QUARRY- RECLAIMED,QUARRY,RECLAIMED,Sand and Gravel,,C.A. PEARSON TRUST,PEARSON,State Mining & Geology Board,2003,,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,81-01,0.00,222.47,,39.41,-121.27,-13499714.6485,4780571.877899997
936730,91-17-0021,SODA CREEK BAR - CLOSED,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,"LAKE COUNTY, DEPARTMENT OF PUBLIC WORKS","LAKE COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Lake,1994,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,UP 89-51,10.00,,,39.411944,-122.97,-13688957.7828,4780851.973399997
936731,91-04-0004,WILDLIFE AREA,,ACTIVE,Sand and Gravel,,,,County of Butte,2018,72,RECLAMATION IN PROGRESS,,115.00,115876,115554,39.416111,-121.621111,-13538800.146200001,4781452.389399998
936732,91-04-0008,STATE LANDS MINE,TAILINGS PROCESSING,IDLE,Sand and Gravel,,"MATHEWS READYMIX, INC.",Joint Water Districts Board,County of Butte,2018,39,RECLAMATION NOT STARTED,RP86-38,29.00,34362,33709,39.416944,-121.621111,-13538800.146200001,4781572.419299997
936733,91-04-0034,POWER HOUSE AGGREGATE EXPANSION PROJECT,,NEWLY PERMITTED,,,,,County of Butte,2018,0,RECLAMATION NOT STARTED,,454.00,,,39.416944,-121.604722,-13536975.7311,4781572.419299997
936734,91-23-0012,LAUGHLIN RIDGE-SHUSTER QUARRY -RECLAIMED,QUARRY,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Mendocino,2014,0,RECLAMATION IN PROGRESS,U15-88,40.00,,0,39.431944,-123.298056,-13725476.809700001,4783734.067199998
936735,91-04-0021,"PERMIT # 92-43 VANCE AVENUE, PIT #2",OPEN PIT,IDLE,Sand and Gravel,,Joint Water Districts Board,Joint Water Districts Board,County of Butte,2018,11,RECLAMATION NOT STARTED,92-43,31.00,16859,4589.14,39.441389,-121.643889,-13541335.7816,4785095.423500001
936736,91-04-0007,VANCE AVENUE PIT #1,OPEN PIT,IDLE,Sand and Gravel,,Joint Water Districts Board,Stinnett,County of Butte,2018,15,RECLAMATION NOT STARTED,"MRP 92-43,UP 77-96",,,31959.75,39.443056,-121.648056,-13541799.6499,4785335.715999998
936737,91-23-0028,SHERWOOD ROAD QUARRY,QUARRY,IDLE,Stone,,"WYLATTI ENTERPRISES LLC, DBA GEO AGGREGATES","GEO AGGREGATES, LLC",County of Mendocino,2018,6,RECLAMATION IN PROGRESS,,12.00,45017,71941,39.444444,-123.727222,-13773251.3503,4785535.795900002
936738,91-04-0005,ROBINSON PIT,,ACTIVE,Sand and Gravel,,,,County of Butte,2018,75.3,RECLAMATION IN PROGRESS,,130.00,124659,123017,39.465,-121.583056,-13534563.883000001,4788499.406099997
936739,91-46-0003,SIXTEEN TO ONE MINE,UNDERGROUND,ACTIVE,NOT REPORTED,,"ORIGINAL SIXTEEN TO ONE MINE, INC.","ORIGINAL SIXTEEN TO ONE MINE, INC.",County of Sierra,2018,0,RECLAMATION IN PROGRESS,SUP 792,2.00,5000,0,39.465278,-120.842222,-13452094.6194,4788539.4921
936740,91-04-0022,RON HARMON MINE,OPEN PIT,ACTIVE,Fill Dirt,,HARMON,HARMON PROPERTIES,City of Oroville,2019,0,RECLAMATION NOT STARTED,96-15,27.00,11587.02,25264.44,39.466111,-121.563056,-13532337.4932,4788659.606700003
936741,91-58-0014,TRI-ME- RECLAIMED,"STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,TAILINGS PROCESSING",RECLAIMED,Sand and Gravel,,CONNELLEY,"RUSSCO PRODUCTS, INC.",State Mining & Geology Board,1992,0,RECLAMATION NOT STARTED,BLANK,0.00,,,39.473889,-121.045,-13474667.7631,4789781.2267
936742,91-23-0059,HAYWORTH CREEK,OPEN PIT,IDLE,Sand and Gravel,,"MENDOCINO REDWOOD CO., LLC","MENDOCINO REDWOOD CO., LLC",County of Mendocino,2018,0.7,RECLAMATION NOT STARTED,U4-2006,1.00,4400.58,7150,39.478333,-123.4875,-13746565.6193,4790422.1263
936743,91-46-0001,DANA PARK DECOMPOSED GRANITE PIT,OPEN PIT,ACTIVE,Decomposed Granite,,ALTON & ELLA JACK TRUST & ELLIS JACK TRUST,ALTON & ELLA JACK TRUST & ELLIS JACK TRUST,County of Sierra,2018,1,RECLAMATION NOT STARTED,BLANK,8.00,10000,16149,39.49,-120.026111,-13361245.558400001,4792104.8989999965
936744,91-23-0030,CLEONE SAND PIT,OPEN PIT,IDLE,Specialty Sand,,BAXMAN,"GEO AGGREGATES, LLC",County of Mendocino,2018,0,RECLAMATION IN PROGRESS,BLANK,,0,0,39.5,-123.777222,-13778817.3248,4793547.459100001
936745,91-04-0024,WILBUR ROAD PIT - EXEMPT,UNDETERMINED,EXEMPT,Fill Dirt,,CALIFORNIA DEPARTMENT OF WATER RESOURCES,CALIFORNIA DEPARTMENT OF WATER RESOURCES,California Department of Water Resources,2002,0.5,RECLAMATION NOT STARTED,BLANK,,,,39.5025,-121.648889,-13541892.379,4793908.1316
936746,91-23-0002,CAMP 5 PIT,OPEN PIT,IDLE,NOT REPORTED,,PYORRE,BIG RIVER ROCK COMPANY,County of Mendocino,2018,0,RECLAMATION IN PROGRESS,UR 27-91/2003/2007,15.00,100000,80009,39.505556,-123.718333,-13772261.8314,4794349.0352
936747,91-23-0045,ARNOLD/FINNEGAN BAR,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,MACKENZIE,MACKENZIE,County of Mendocino,1900,0,,UM 121-82/90,30.00,,,39.516667,-123.391667,-13735897.5386,4795952.235299997
936748,91-46-0008,RUBY-CARSON MINE,"PLANT OR MILL,UNDERGROUND",NEWLY PERMITTED,Gold (Placer),,RUBY - RUY DEVELOPMENT COMPANY,"RUBY GOLD, INC.",County of Sierra,2018,14.73,RECLAMATION NOT STARTED,CUP 103,,,137156,39.518611,-120.846667,-13452589.434500001,4796232.760399997
936749,91-19-0045,DEL ANDERSON - RECLAIMED,"STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,QUARRY,UNDETERMINED",EXEMPT,Decorative Rock,,ANDERSON,ANDERSON,City of Los Angeles,1997,0,RECLAMATION NOT STARTED,796-6RT-0145,10.00,,,39.519444,-120.835556,-13451352.5636,4796352.967200004
936750,91-04-0003,ARLINGTON & US PLACER MINING#1 -  RECLAIMED,PROSPECT,RECLAIMED,Gold (Lode),,PERONA,PERONA,County of Butte,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,,,,39.533056,-121.308889,-13504043.7522,4798317.463399999
936751,91-46-0014,EAGLE BIRD MINE COMPANY,PLANT OR MILL,NEWLY PERMITTED,Gold (Lode),,EAGLE BIRD MINING GROUP LLC,EAGLE BIRD MINING GROUP LLC,County of Sierra,2018,0,RECLAMATION NOT STARTED,,160.00,,160298,39.535556,-120.744722,-13441240.969,4798678.307599999
936752,91-23-0020,10 MILE 2ND CROSSING,QUARRY,ACTIVE,Sand and Gravel,,"WYLATTI ENTERPRISES LLC, DBA GEO AGGREGATES","GEO AGGREGATES, LLC",County of Mendocino,2018,4,RECLAMATION IN PROGRESS,,40.00,147975,170382.62,39.551667,-123.721111,-13772571.0769,4801004.043300003
936753,91-04-0015,MORRIS RAVINE MINE,OPEN PIT,ACTIVE,Silica,,"MINERAL RESOURCES, LLC","MINERAL RESOURCES, LLC",County of Butte,2017,76,RECLAMATION NOT STARTED,93-36,520.00,200000,344298,39.565833,-121.545,-13530327.5085,4803049.450900003
936754,91-23-0019,TEN MILE CAMP 2 - RECLAIMED,QUARRY,RECLAIMED,Sand and Gravel,,"GEO AGGREGATES, LLC","GEO AGGREGATES, LLC",County of Mendocino,1998,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,U-7-92,0.00,,,39.566111,-123.718889,-13772323.725,4803089.5951000005
936755,91-11-0005,SPOONER PIT,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,"NORTH VALLEY ROCK, LLC","NORTH VALLEY ROCK, LLC",County of Glenn,2018,16,RECLAMATION IN PROGRESS,UP82-59,0.00,16292.08,38866.14,39.575,-122.158889,-13598665.319400001,4804373.2831000015
936756,91-46-0010,WEBBER PIT,OPEN PIT,ABANDONED,Sand and Gravel,,CARMICHAEL,P.T.L. TRANSPORTATION,County of Sierra,2005,0,RECLAMATION NOT STARTED,701,5.00,,,39.59,-120.383333,-13401011.329599999,4806539.852799997
936757,91-23-0038,WILSEY RANCH QUARRY,OPEN PIT,ACTIVE,Rock,,MCMAHON,KIBESILLAH ROCK COMPANY,County of Mendocino,2018,4,RECLAMATION NOT STARTED,,8.00,30761.38,35862,39.599167,-123.776389,-13778724.5957,4807864.146700002
936758,91-11-0013,WATTS PIT,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,"NORTH VALLEY ROCK, LLC","NORTH VALLEY ROCK, LLC",County of Glenn,2018,71,RECLAMATION IN PROGRESS,93-08,91.00,69827.33,111721.5,39.6,-122.16,-13598788.995299999,4807984.493199997
936759,91-11-0001,WATTS PIT,OPEN PIT,ACTIVE,Sand and Gravel,,"Glenn County, Department of public Works","Glenn County, Department of public Works",County of Glenn,2018,23,RECLAMATION IN PROGRESS,,58.00,50000,45019,39.6,-122.153056,-13598015.992800001,4807984.493199997
936760,91-04-0011,TABLE MOUNTAIN QUARRY,OPEN PIT,ACTIVE,Sand and Gravel,,"FLORIDA ROCK INDUSTRIES, INC","TRIANGLE ROCK PRODUCTS, INC.",County of Butte,2018,104.7,RECLAMATION IN PROGRESS,,320.00,1623907,1464881,39.600556,-121.592778,-13535646.131099999,4808064.8213
936761,91-23-0009,HELL'S HALF ACRE - RECLAIMED,QUARRY,RECLAIMED,Rock,,"GHILOTTI BROTHERS CONSTRUCTION, INC.","GHILOTTI BROTHERS CONSTRUCTION, INC.",County of Mendocino,1997,0,RECLAMATION NOT STARTED,U101-83,0.00,,,39.606944,-123.458056,-13743287.928199999,4808987.7742
936762,91-46-0006,CRAYCROFT,OPEN PIT,RECLAIMED,Gold (Lode),,HUBER,HUBER MINING COMPANY,County of Sierra,1995,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,668,40.00,,,39.611944,-120.808056,-13448291.2776,4809710.245099999
936763,91-46-0011,TELEGRAPH / DUTCH MINE-RECLAIMED,PROSPECT,RECLAIMED,Gold (Lode),,KLONDIKE CALIFORNIA MINING CORPORATION,KLONDIKE CALIFORNIA MINING CORPORATION,County of Sierra,2001,2255,RECLAMATION NOT STARTED,"FOREST 11,2,92",,40000,,39.616389,-120.868333,-13455001.2826,4810352.565499999
936764,91-04-0012,DRY CREEK PLANT,OPEN PIT,ACTIVE,Sand and Gravel,,"FRANKLIN CONSTRUCTION COMPANY, INC.",FRANKLIN CONSTRUCTION INC.,County of Butte,2018,0,RECLAMATION IN PROGRESS,93-01,11.00,93334.3,61793.5,39.618056,-121.631111,-13539913.3411,4810593.464299999
936765,91-46-0009,HELMS DEEP,"HYDRAULIC,OPEN PIT",CLOSED - NEVER OPERATED,Gold (Placer),,"MEMCO, INC.","MEMCO, INC.",County of Sierra,1997,0,RECLAMATION NOT STARTED,999,8.00,,,39.626111,-121.003056,-13469998.5783,4811757.577399999
936766,91-23-0017,SHAMROCK QUARRY - CLOSED - RECLAIMED,QUARRY,RECLAIMED,Sand and Gravel,,"PARNUM PAVING, INC.","PARNUM PAVING, INC.",County of Mendocino,2005,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,U18-90,36.00,30000,,39.628056,-123.441111,-13741401.6195,4812038.690200001
936767,91-04-0014,LUCKY 7,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,"DUKE SHERWOOD CONTRACTING, INC.","DUKE SHERWOOD CONTRACTING, INC.",County of Butte,2018,3.5,RECLAMATION IN PROGRESS,94-63,10.00,113761.8,166879.74,39.629167,-121.608333,-13537377.7058,4812199.267700002
936768,91-04-0028,DAIMLER ROCK - RECLAIMED,OPEN PIT,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Sand and Gravel,,"GUNN, SR","DIAMLER ROCK, INC.",County of Butte,2018,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,98-02,56.00,,126451.64,39.634722,-121.593889,-13535769.8071,4813002.193899997
936769,91-23-0014,LEGAL BRIDGE BAR - RECLAIMED,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,BLANCHFIELD,BLANCHFIELD,County of Mendocino,1994,0,,UE13-86,5.00,,,39.635833,-123.344167,-13730609.8628,4813162.786799997
936770,91-04-0001,PENTZ PIT,,ACTIVE,Sand and Gravel,,,,County of Butte,2018,122,RECLAMATION NOT STARTED,,362.00,508516.99,477799.25,39.638889,-121.5875,-13535058.5868,4813604.5392
936771,91-04-0029,PENTZ AGGREGATE MINE-RECLAIMED,OPEN PIT,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,NOT REPORTED,,MAHER SAYEGH,MAHER SAYEGH,County of Butte,2015,28,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,80-74,64.00,6341,0,39.649167,-121.586667,-13534965.8577,4815090.392800003
936772,91-04-0026,DWR/BUTTE BASIN REACH BORROW - RECLAIMED,UNDETERMINED,RECLAIMED,Fill Dirt,,ARMY CORP OF ENGINEERS/DWR,ARMY CORPS OF ENGINEERS,California Department of Water Resources,2003,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,,,,,39.65,-122.966667,-13688586.754999999,4815210.826300003
936773,91-11-0002,KAISER PIT,OPEN PIT,ACTIVE,Sand and Gravel,,"Glenn County, Department of public Works","Glenn County, Department of public Works",County of Glenn,2018,13,RECLAMATION IN PROGRESS,,31.00,50000,34254,39.65,-122.1725,-13600180.4889,4815210.826300003
936774,91-11-0008,WHITNEY PIT,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Rock,Sand and Gravel,WHITNEY CONSTRUCTION,WHITNEY CONSTRUCTION,County of Glenn,2014,5,RECLAMATION IN PROGRESS,"CUP86-09,RP86-08",,,0,39.660556,-122.525,-13639420.6094,4816737.117700003
936775,91-46-0013,SPI BORROW PIT,"OPEN PIT,QUARRY",ACTIVE,Fill Dirt,,SIERRA PACIFIC INDUSTRIES,SIERRA PACIFIC INDUSTRIES,County of Sierra,2018,0.5,RECLAMATION IN PROGRESS,99-261,1.00,3264,3264,39.670278,-120.248333,-13385983.1983,4818143.0273
936776,91-46-0005,PIONEER PIT EXPANSION,OPEN PIT,RECLAIMED,,,BRUSH CREEK MINING & DEVELOPMENT COMPANY,BRUSH CREEK MINING & DEVELOPMENT COMPANY,County of Sierra,1991,0,RECLAMATION NOT STARTED,,,,,39.673611,-120.928889,-13461742.3457,4818625.061800003
936777,91-46-0004,GARDNER'S POINT MINE,OPEN PIT,RECLAIMED,Gold (Lode),,BRUSH CREEK MINING & DEVELOPMENT COMPANY,BRUSH CREEK MINING & DEVELOPMENT COMPANY,County of Sierra,1997,26.5,RECLAMATION NOT STARTED,492,52.00,45770,,39.681667,-120.934167,-13462329.889899999,4819790.255400002
936778,91-11-0020,FINCH RANCH,OPEN PIT,ACTIVE,Sand and Gravel,,GRAHAM,"NORTH VALLEY ROCK, LLC",County of Glenn,2018,14,RECLAMATION IN PROGRESS,2008-003,313.00,,82432.15,39.683333,-122.085278,-13590470.9803,4820031.237099998
936779,91-23-0029,LAYTONVILLE ROCK QUARRY,QUARRY,ACTIVE,Shale,,STUDEBAKER,LAYTONVILLE ROCK,County of Mendocino,2018,8,RECLAMATION NOT STARTED,,11.00,65336,70222,39.690278,-123.470556,-13744679.4219,4821035.872599997
936780,91-14-0139,MONARCH IRON MINE,,PROPOSED,,,,,County of Inyo,,,,,,,65295,39.7,-122.116667,-13593965.187800001,4822442.387400001
936781,91-04-0031,NEW ERA MINE- RECLAIMED,OPEN PIT,RECLAIMED,Gold (Placer),Platinum Group Metals,LOGAN,NORTH CONTINENT LAND & TIMBER,County of Butte,2008,12,RECLAMATION NOT STARTED,81-135,18.00,,264238.09,39.701111,-121.588056,-13535120.4805,4822603.132200003
936782,91-23-0025,BLM PIT,QUARRY,EXEMPT,Shale,,CALTRANS,CALTRANS,County of Mendocino,1991,2,RECLAMATION NOT STARTED,CA22693,2.00,,,39.701667,-122.883333,-13679310.056499999,4822683.5779
936783,91-23-0043,COAL MINE ROCK QUARRY,OPEN PIT,CLOSED NO INTENT TO RESUME,Rock,,MOUNTANOS,MOUNTANOS,County of Mendocino,2018,0,RECLAMATION IN PROGRESS,U-18-96,14.00,25000,,39.7025,-123.273333,-13722724.6579,4822804.103
936784,91-04-0039,M & T RANCH SALMON GRAVEL PROJECT,,PROPOSED,,,,,County of Butte,,,,,,,,39.703611,-121.938333,-13574113.137699999,4822964.853600003
936785,91-11-0012,I-5 PIT - CLOSED - RECLAIMED,OPEN PIT,RECLAIMED,Sand and Gravel,,"NORTH VALLEY ROCK, LLC","NORTH VALLEY ROCK, LLC",County of Glenn,2012,0,RECLAMATION IN PROGRESS,"92-02,RP92-01","54.00,33.00",,0,39.706389,-122.201667,-13603427.3445,4823366.813699998
936786,91-23-0035,THOMAS/CLELAND BAR - CLOSED - RECLAIMED,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,W.H. CLELAND & HOLLY & COMPANY,W.H. CLELAND & HOLLY & COMPANY,County of Mendocino,2004,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,U 22-94/98,7.00,2500,,39.706667,-123.355833,-13731908.5159,4823407.039499998
936787,91-23-0013,STEWARTS POINT BAR - RECLAIMED,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Mendocino,2003,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,U38-88,5.00,1600,,39.708056,-123.333056,-13729372.9919,4823608.026500002
936788,91-23-0027,ROWLAND BAR - CLOSED - RECLAIMED,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,GRANITE CONSTRUCTION COMPANY,GRANITE CONSTRUCTION COMPANY,County of Mendocino,2010,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,UR 71-77/94,11.00,4700,0,39.708889,-123.355,-13731815.7868,4823728.562700003
936789,91-23-0033,MCKENZIE BAR,OPEN PIT,ACTIVE,Sand and Gravel,,HURT,WYLATTI RESOURCE MANAGEMENT,County of Mendocino,2018,4.6,RECLAMATION IN PROGRESS,12-92-0003,5.00,11904,12368,39.708889,-123.3375,-13729867.695700001,4823728.562700003
936790,91-11-0009,MARTIN SAND & GRAVEL (RECLAIMED),STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,"KRC AGGREGATE, INC.",MARTIN SAND & GRAVEL,County of Glenn,2000,30,RECLAMATION NOT STARTED,RP-86-01,97.00,6000,6000,39.710278,-122.016111,-13582771.3451,4823929.556100003
936791,91-23-0065,ROWLAND BAR - REOPENED,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,"WYLATTI RESOURCE MANAGEMENT, INC",WYLATTI RESOURCE MANAGEMENT,County of Mendocino,2018,11,RECLAMATION IN PROGRESS,REC-2-2013,11.00,133400,77224,39.7125,-123.35,-13731259.189399999,4824251.096199997
936792,91-46-0007,COLE CASH MINE,OPEN PIT,ABANDONED,Gold (Lode),,CASH,CASH,County of Sierra,2006,0,RECLAMATION NOT STARTED,BLANK,,5000,,39.718056,-120.898611,-13458371.814100001,4825055.136200003
936793,91-11-0016,B PIT (RECLAIMED),OPEN PIT,RECLAIMED,Sand and Gravel,,"NORTH VALLEY ROCK, LLC","VALLEY ROCK PRODUCTS, INC.",County of Glenn,2007,0,RECLAMATION NOT STARTED,2001-10,20.00,,0,39.72,-122.160833,-13598881.724399999,4825336.478699997
936794,91-23-0047,POONKINNEY AGRICULTURAL ROCK,QUARRY,IDLE,Shale,,WILLIAMS,POONKINNEY AG ROCK,County of Mendocino,2018,3,RECLAMATION IN PROGRESS,RP U6-2000,10.00,12150,10996,39.725833,-123.314722,-13727332.0604,4826180.6985
936795,91-46-0012,TABER MINE,UNDERGROUND,ACTIVE,Gold (Placer),,MORTON,ANCIENT CHANNEL MINING COMPANY,County of Sierra,2018,0.1,RECLAMATION NOT STARTED,332,2.00,,9351,39.738056,-120.910556,-13459701.5255,4827949.985299997
936796,91-11-0019,BAKER SITE HIGHWAY 32,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,CLOSED NO INTENT TO RESUME,Sand and Gravel,,North State Hulling Cooperative,North State Hulling Cooperative,County of Glenn,2018,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,80-34,477.00,1960,0,39.7425,-122.075,-13589326.8386,4828593.3347999975
936797,91-11-0014,L&W PIT (RECLAIMED),OPEN PIT,RECLAIMED,Sand and Gravel,,"NORTH VALLEY ROCK, LLC","NORTH VALLEY ROCK, LLC",County of Glenn,2014,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,93-09,38.00,891.91,0,39.743333,-122.101389,-13592264.4486,4828713.931199998
936798,91-04-0009,HORNET MINE-RECLAIMED,,EXEMPT,,,,,County of Butte,2000,,,,,,,39.743889,-121.435,-13518082.364500001,4828794.426200002
936799,91-32-0032,SPARROCK BAR ONE QUARRY,OPEN PIT,ACTIVE,Sand and Gravel,,JOY,JOY ENGINEERING,County of Plumas,2018,6.5,RECLAMATION NOT STARTED,,6.00,18977.5,20147.32,39.743889,-120.2275,-13383664.079300001,4828794.426200002
936800,91-11-0003,STONY CREEK,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,"BALDWIN CONTRACTING COMPANY, INC.","BALDWIN CONTRACTING COMPANY, INC.",County of Glenn,2018,37.32,RECLAMATION NOT STARTED,,192.00,60795.48,77416.7,39.745556,-122.096667,-13591738.798,4829035.770199999
936801,91-11-0006,STONY CREEK,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,"NORTH VALLEY ROCK, LLC","NORTH VALLEY ROCK, LLC",County of Glenn,2018,3.5,RECLAMATION IN PROGRESS,"86-18,RP 86-07","148.00,151.00",,3714.28,39.748056,-122.113333,-13593594.0486,4829397.724799998
936802,91-11-0010,JASPER PIT (RECLAIMED),STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,JAXON ENTERPRISES,JAXON ENTERPRISES,County of Glenn,2002,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CUP 88-03,40.00,5292.72,5292.72,39.750833,-122.130833,-13595542.1397,4829799.799400002
936803,91-32-0012,WILLOW CREEK,QUARRY,ACTIVE,Sand and Gravel,,"PLUMAS COUNTY, DEPARTMENT OF PUBLIC WORKS","PLUMAS COUNTY, DEPARTMENT OF PUBLIC WORKS",County of Plumas,2018,1.75,RECLAMATION NOT STARTED,,,,67299,39.756111,-120.563889,-13421110.7315,4830564.031800002
